productId,sku,brand,name,categoryIds,shortDescription,description,imageType,imageIndex,targetPath,fileName,searchQuery,url,status,notes
10,GGL-PIX8PRO-256,Google,Google Pixel 8 Pro,phones|accessories,Flagship Android phone with Tensor G3 and advanced AI camera features.,"Google Pixel 8 Pro combines a bright LTPO OLED display, Tensor G3 performance, and one of the best computational photography experiences.",main,0,techware-api/imgs/p010/main.jpg,main.jpg,Google Google Pixel 8 Pro official product photo Flagship Android phone with Tensor G3 and advanced AI camera features. phones accessories,https://stratanetworks.com/wp-content/uploads/2023/12/Google-8-Pro-Porcelain.png,approved,Use official brand product page or press kit image URL.
11,ANK-735-65W,Anker,Anker 735 Charger (Nano II 65W),charging|accessories,Compact GaN charger with 2x USB-C and 1x USB-A ports.,"Anker 735 (Nano II 65W) is a compact multi-port GaN wall charger suitable for phones, tablets, and many USB-C laptops.",main,0,techware-api/imgs/p011/main.jpg,main.jpg,Anker Anker 735 Charger (Nano II 65W) official product photo Compact GaN charger with 2x USB-C and 1x USB-A ports. charging accessories,https://cdn.shopify.com/s/files/1/0595/4034/0926/products/A2667311-Anker_735_Charger_Nano_II_65W.png?v=1758191630,approved,Use official brand product page or press kit image URL.
11,ANK-735-65W,Anker,Anker 735 Charger (Nano II 65W),charging|accessories,Compact GaN charger with 2x USB-C and 1x USB-A ports.,"Anker 735 (Nano II 65W) is a compact multi-port GaN wall charger suitable for phones, tablets, and many USB-C laptops.",gallery,1,techware-api/imgs/p011/g1.jpg,g1.jpg,Anker Anker 735 Charger (Nano II 65W) official gallery photo Compact GaN charger with 2x USB-C and 1x USB-A ports. charging accessories,https://cdn.shopify.com/s/files/1/0493/9834/9974/products/A2667111_TD06_V4.jpg?v=1753949913,approved,Use official brand product page or press kit image URL.
12,CBM-TB4-2M,Cable Matters,Cable Matters Thunderbolt 4 Cable 2m,cables|accessories,Thunderbolt 4 cable with 40Gbps bandwidth and 100W charging.,"Cable Matters Thunderbolt 4 cable supports high-speed data, high-resolution displays, and USB-C Power Delivery up to 100W.",main,0,techware-api/imgs/p012/main.jpg,main.jpg,Cable Matters Cable Matters Thunderbolt 4 Cable 2m official product photo Thunderbolt 4 cable with 40Gbps bandwidth and 100W charging. cables accessories,https://m.media-amazon.com/images/I/71OJqY+IhDL.jpg,approved,Use official brand product page or press kit image URL.
13,APL-MBA-M3-13,Apple,Apple MacBook Air 13-inch (M3),computers|laptops,Thin and light laptop with Apple M3 chip and all-day battery life.,"MacBook Air 13-inch with Apple M3 delivers fast everyday performance, excellent battery life, and a lightweight aluminum design.",main,0,techware-api/imgs/p013/main.jpg,main.jpg,Apple Apple MacBook Air 13-inch (M3) official product photo Thin and light laptop with Apple M3 chip and all-day battery life. computers laptops,https://cdsassets.apple.com/live/7WUAS350/images/tech-specs/mba_13_m3_2024_hero.png,approved,Use official brand product page or press kit image URL.
13,APL-MBA-M3-13,Apple,Apple MacBook Air 13-inch (M3),computers|laptops,Thin and light laptop with Apple M3 chip and all-day battery life.,"MacBook Air 13-inch with Apple M3 delivers fast everyday performance, excellent battery life, and a lightweight aluminum design.",gallery,1,techware-api/imgs/p013/g1.jpg,g1.jpg,Apple Apple MacBook Air 13-inch (M3) official gallery photo Thin and light laptop with Apple M3 chip and all-day battery life. computers laptops,https://www.apple.com/newsroom/images/2024/03/apple-unveils-the-new-13-and-15-inch-macbook-air-with-the-powerful-m3-chip/article/Apple-MacBook-Air-2-up-hero-240304_big.jpg.large.jpg,approved,Use official brand product page or press kit image URL.
14,APP-IP15-128,Apple,Apple iPhone 15,phones|accessories,"6.1-inch iPhone with A16 Bionic, USB-C, and 48MP main camera.","iPhone 15 features a bright Super Retina XDR display, Dynamic Island, powerful A16 Bionic chip, and strong all-round camera performance.",main,0,techware-api/imgs/p014/main.jpg,main.jpg,"Apple Apple iPhone 15 official product photo 6.1-inch iPhone with A16 Bionic, USB-C, and 48MP main camera. phones accessories",https://miguiatecno.com/wp-content/uploads/2024/11/Apple-iPhone-15-Plus.jpg,approved,Use official brand product page or press kit image URL.
15,SMS-S24-256,Samsung,Samsung Galaxy S24,phones|gaming,Compact flagship Android phone with bright display and Galaxy AI features.,"Galaxy S24 combines a smooth AMOLED display, flagship-grade cameras, and powerful performance in a compact body.",main,0,techware-api/imgs/p015/main.jpg,main.jpg,Samsung Samsung Galaxy S24 official product photo Compact flagship Android phone with bright display and Galaxy AI features. phones gaming,https://fixit.mk/wp-content/uploads/2024/03/Galaxy-S24.jpg,approved,Use official brand product page or press kit image URL.
15,SMS-S24-256,Samsung,Samsung Galaxy S24,phones|gaming,Compact flagship Android phone with bright display and Galaxy AI features.,"Galaxy S24 combines a smooth AMOLED display, flagship-grade cameras, and powerful performance in a compact body.",gallery,1,techware-api/imgs/p015/g1.jpg,g1.jpg,Samsung Samsung Galaxy S24 official gallery photo Compact flagship Android phone with bright display and Galaxy AI features. phones gaming,https://ibuymobile.mk/wp-content/uploads/2024/01/s24-.jpg,approved,Use official brand product page or press kit image URL.
16,SON-WH1000XM5,Sony,Sony WH-1000XM5,audio|accessories,Wireless noise-canceling headphones with premium comfort and sound.,"Sony WH-1000XM5 headphones deliver class-leading ANC, rich sound tuning, and long battery life for travel and daily use.",main,0,techware-api/imgs/p016/main.jpg,main.jpg,Sony Sony WH-1000XM5 official product photo Wireless noise-canceling headphones with premium comfort and sound. audio accessories,"https://m.media-amazon.com/images/I/61BGLYEN-xL._AC_UF894,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
16,SON-WH1000XM5,Sony,Sony WH-1000XM5,audio|accessories,Wireless noise-canceling headphones with premium comfort and sound.,"Sony WH-1000XM5 headphones deliver class-leading ANC, rich sound tuning, and long battery life for travel and daily use.",gallery,1,techware-api/imgs/p016/g1.jpg,g1.jpg,Sony Sony WH-1000XM5 official gallery photo Wireless noise-canceling headphones with premium comfort and sound. audio accessories,https://metapod.com/cdn/shop/files/sony-wh-1000xm5-noise-cancelling-wireless-headphones-34338795192516.jpg?v=1768544935&width=1500,approved,Use official brand product page or press kit image URL.
16,SON-WH1000XM5,Sony,Sony WH-1000XM5,audio|accessories,Wireless noise-canceling headphones with premium comfort and sound.,"Sony WH-1000XM5 headphones deliver class-leading ANC, rich sound tuning, and long battery life for travel and daily use.",gallery,2,techware-api/imgs/p016/g2.jpg,g2.jpg,Sony Sony WH-1000XM5 official gallery photo Wireless noise-canceling headphones with premium comfort and sound. audio accessories,https://cdn.shopify.com/s/files/1/0397/7166/8635/files/WH1000XM5PinkMAIN.png?v=1761235815,approved,Use official brand product page or press kit image URL.
17,LOG-MXK3S,Logitech,Logitech MX Keys S,keyboards|computers,Low-profile wireless keyboard for productivity with smart backlighting.,"Logitech MX Keys S is a full-size keyboard with comfortable typing, multi-device support, and USB-C rechargeable battery.",main,0,techware-api/imgs/p017/main.jpg,main.jpg,Logitech Logitech MX Keys S official product photo Low-profile wireless keyboard for productivity with smart backlighting. keyboards computers,https://image.coolblue.nl/480x360/products/1985841,approved,Use official brand product page or press kit image URL.
18,WD-BLKSN770-2T,Western Digital,WD_BLACK SN770 2TB NVMe SSD,storage|gaming,PCIe 4.0 NVMe SSD optimized for gaming and fast load times.,"WD_BLACK SN770 2TB offers strong Gen4 performance for game libraries, creative apps, and responsive system upgrades.",main,0,techware-api/imgs/p018/main.jpg,main.jpg,Western Digital WD_BLACK SN770 2TB NVMe SSD official product photo PCIe 4.0 NVMe SSD optimized for gaming and fast load times. storage gaming,https://m.media-amazon.com/images/I/71Sr1zjPhwL.jpg,approved,Use official brand product page or press kit image URL.
18,WD-BLKSN770-2T,Western Digital,WD_BLACK SN770 2TB NVMe SSD,storage|gaming,PCIe 4.0 NVMe SSD optimized for gaming and fast load times.,"WD_BLACK SN770 2TB offers strong Gen4 performance for game libraries, creative apps, and responsive system upgrades.",gallery,1,techware-api/imgs/p018/g1.jpg,g1.jpg,Western Digital WD_BLACK SN770 2TB NVMe SSD official gallery photo PCIe 4.0 NVMe SSD optimized for gaming and fast load times. storage gaming,"https://media.officedepot.com/images/f_auto,q_auto,e_sharpen,h_450/products/8889519/8889519_o02/8889519",approved,Use official brand product page or press kit image URL.
19,TPL-DECOXE75-3PK,TP-Link,TP-Link Deco XE75 (3-Pack),networking|smart-home,Tri-band Wi-Fi 6E mesh system for large homes and many devices.,"Deco XE75 provides whole-home mesh coverage with a 6GHz band, simple app setup, and reliable roaming.",main,0,techware-api/imgs/p019/main.jpg,main.jpg,TP-Link TP-Link Deco XE75 (3-Pack) official product photo Tri-band Wi-Fi 6E mesh system for large homes and many devices. networking smart-home,"https://m.media-amazon.com/images/I/61LNPRm+ZYL._AC_UF1000,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
20,NIN-SWITCH-OLED,Nintendo,Nintendo Switch - OLED Model,gaming|accessories,Hybrid handheld/TV console with vivid 7-inch OLED screen.,"Nintendo Switch OLED model features a larger vibrant display, improved kickstand, and flexible play modes at home or on the go.",main,0,techware-api/imgs/p020/main.jpg,main.jpg,Nintendo Nintendo Switch - OLED Model official product photo Hybrid handheld/TV console with vivid 7-inch OLED screen. gaming accessories,https://www.anhoch.com/storage/media/nswoledwht.jpg,approved,Use official brand product page or press kit image URL.
20,NIN-SWITCH-OLED,Nintendo,Nintendo Switch - OLED Model,gaming|accessories,Hybrid handheld/TV console with vivid 7-inch OLED screen.,"Nintendo Switch OLED model features a larger vibrant display, improved kickstand, and flexible play modes at home or on the go.",gallery,1,techware-api/imgs/p020/g1.jpg,g1.jpg,Nintendo Nintendo Switch - OLED Model official gallery photo Hybrid handheld/TV console with vivid 7-inch OLED screen. gaming accessories,"https://assets.nintendo.com/image/upload/f_auto/q_auto/dpr_1.5/c_scale,w_500/ncom/en_US/switch/site-design-update/photo01",approved,Use official brand product page or press kit image URL.
21,BEL-BOOSTPRO3IN1,Belkin,Belkin BoostCharge Pro 3-in-1 Magnetic Charger,charging|accessories,"3-in-1 stand charger for iPhone, Apple Watch, and AirPods.",Belkin BoostCharge Pro 3-in-1 offers tidy bedside charging with magnetic alignment and simultaneous charging for Apple devices.,main,0,techware-api/imgs/p021/main.jpg,main.jpg,"Belkin Belkin BoostCharge Pro 3-in-1 Magnetic Charger official product photo 3-in-1 stand charger for iPhone, Apple Watch, and AirPods. charging accessories",https://m.media-amazon.com/images/I/61D9QUSf2CL.jpg,approved,Use official brand product page or press kit image URL.
22,BOS-QCUH-BLK,Bose,Bose QuietComfort Ultra Headphones,audio|phones,Premium wireless noise-cancelling headphones with immersive audio.,"Bose QuietComfort Ultra Headphones deliver strong active noise cancellation, premium comfort, and spatial audio features for music and calls.",main,0,techware-api/imgs/p022/main.jpg,main.jpg,Bose Bose QuietComfort Ultra Headphones official product photo Premium wireless noise-cancelling headphones with immersive audio. audio phones,"https://m.media-amazon.com/images/I/51ZR4lyxBHL._AC_UF894,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
22,BOS-QCUH-BLK,Bose,Bose QuietComfort Ultra Headphones,audio|phones,Premium wireless noise-cancelling headphones with immersive audio.,"Bose QuietComfort Ultra Headphones deliver strong active noise cancellation, premium comfort, and spatial audio features for music and calls.",gallery,1,techware-api/imgs/p022/g1.jpg,g1.jpg,Bose Bose QuietComfort Ultra Headphones official gallery photo Premium wireless noise-cancelling headphones with immersive audio. audio phones,https://i5.walmartimages.com/seo/Bose-QuietComfort-Ultra-Headphones-Noise-Cancelling-Over-Ear-Wireless-Bluetooth-Headphones-White-Smoke_aa84a70d-cca7-4e62-bcfa-a8f80bacee17.0da248a556fef8f6da8e9c14a0cbd227.jpeg,approved,Use official brand product page or press kit image URL.
23,APL-AIRPODS-PRO2,Apple,Apple AirPods Pro (2nd generation),audio|phones|charging,True wireless earbuds with Adaptive Audio and USB-C charging case.,"AirPods Pro (2nd generation) combine strong active noise cancelation, rich sound, and seamless Apple ecosystem integration.",main,0,techware-api/imgs/p023/main.jpg,main.jpg,Apple Apple AirPods Pro (2nd generation) official product photo True wireless earbuds with Adaptive Audio and USB-C charging case. audio phones charging,https://phones-mk-images.s3.eu-central-1.amazonaws.com/89264/apple_airpods_pro_2.jpg,approved,Use official brand product page or press kit image URL.
24,DLL-XPS13-9340,Dell,Dell XPS 13 (9340),laptops|computers|components,Compact premium laptop with Intel Core Ultra and slim InfinityEdge display.,"Dell XPS 13 offers premium build quality, modern Intel Core Ultra performance, and excellent portability for work and study.",main,0,techware-api/imgs/p024/main.jpg,main.jpg,Dell Dell XPS 13 (9340) official product photo Compact premium laptop with Intel Core Ultra and slim InfinityEdge display. laptops computers components,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/media-gallery/silver/touch/notebook-xps-13-9340-t-sl-gallery-2.psd?fmt=png-alpha&pscan=auto&scl=1&hei=320&wid=541&qlt=100,1&resMode=sharp2&size=541,320&chrss=full",approved,Use official brand product page or press kit image URL.
24,DLL-XPS13-9340,Dell,Dell XPS 13 (9340),laptops|computers|components,Compact premium laptop with Intel Core Ultra and slim InfinityEdge display.,"Dell XPS 13 offers premium build quality, modern Intel Core Ultra performance, and excellent portability for work and study.",gallery,1,techware-api/imgs/p024/g1.jpg,g1.jpg,Dell Dell XPS 13 (9340) official gallery photo Compact premium laptop with Intel Core Ultra and slim InfinityEdge display. laptops computers components,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/13-9340/spi/13-9340-oled/silver/notebook-xps-13-9340-oled-silver-campaign-hero-504x350-ng.psd?fmt=jpg&wid=570&hei=400,approved,Use official brand product page or press kit image URL.
25,LEN-T14-G5,Lenovo,Lenovo ThinkPad T14 Gen 5,laptops|storage,Business laptop with durable chassis and excellent keyboard.,"ThinkPad T14 Gen 5 is built for productivity with strong performance, enterprise reliability, and upgrade-friendly design.",main,0,techware-api/imgs/p025/main.jpg,main.jpg,Lenovo Lenovo ThinkPad T14 Gen 5 official product photo Business laptop with durable chassis and excellent keyboard. laptops storage,https://p3-ofp.static.pub//fes/cms/2024/04/29/ikn2t6lun9udtvltruq2e6lp6yb30g570931.png,approved,Use official brand product page or press kit image URL.
26,LG-27GP850B,LG,LG UltraGear 27GP850-B,monitors|cables,27-inch QHD Nano IPS monitor with 165Hz refresh rate.,LG UltraGear 27GP850-B is a fast QHD gaming monitor with strong color performance and smooth adaptive sync support.,main,0,techware-api/imgs/p026/main.jpg,main.jpg,LG LG UltraGear 27GP850-B official product photo 27-inch QHD Nano IPS monitor with 165Hz refresh rate. monitors cables,"https://m.media-amazon.com/images/I/71PVdlAD4lL._AC_UF1000,1000_QL80_.jpg",approved,Use official brand product page or press kit image URL.
26,LG-27GP850B,LG,LG UltraGear 27GP850-B,monitors|cables,27-inch QHD Nano IPS monitor with 165Hz refresh rate.,LG UltraGear 27GP850-B is a fast QHD gaming monitor with strong color performance and smooth adaptive sync support.,gallery,1,techware-api/imgs/p026/g1.jpg,g1.jpg,LG LG UltraGear 27GP850-B official gallery photo 27-inch QHD Nano IPS monitor with 165Hz refresh rate. monitors cables,"https://m.media-amazon.com/images/I/71LAZaOcRdL._AC_UF350,350_QL80_.jpg",approved,Use official brand product page or press kit image URL.
27,DLL-U2723QE,Dell,Dell UltraSharp U2723QE,monitors|components,27-inch 4K IPS Black monitor with USB-C hub and ergonomic stand.,Dell U2723QE is a productivity-focused 4K monitor with excellent color consistency and versatile connectivity.,main,0,techware-api/imgs/p027/main.jpg,main.jpg,Dell Dell UltraSharp U2723QE official product photo 27-inch 4K IPS Black monitor with USB-C hub and ergonomic stand. monitors components,https://setra.mk/wp-content/uploads/2023/07/Dell-UltraSharp-U2723QE-6-600x600.jpg,approved,Use official brand product page or press kit image URL.
28,ASU-PA278QV,ASUS,ASUS ProArt Display PA278QV,monitors|cables,27-inch QHD monitor calibrated for color-accurate creative work.,ASUS ProArt PA278QV is designed for designers and editors needing reliable color accuracy and flexible ergonomics.,main,0,techware-api/imgs/p028/main.jpg,main.jpg,ASUS ASUS ProArt Display PA278QV official product photo 27-inch QHD monitor calibrated for color-accurate creative work. monitors cables,https://cdn.cs.1worldsync.com/16/17/1617cd17-1e25-45af-84ac-b35977001cb2.jpg,approved,Use official brand product page or press kit image URL.
29,SMS-ODYSSEY-G5-32,Samsung,Samsung Odyssey G5 32-inch,monitors|components,Curved QHD monitor with high refresh rate for immersive play.,Samsung Odyssey G5 provides a large curved panel and smooth refresh rate for gaming and media.,main,0,techware-api/imgs/p029/main.jpg,main.jpg,Samsung Samsung Odyssey G5 32-inch official product photo Curved QHD monitor with high refresh rate for immersive play. monitors components,https://image-us.samsung.com/SamsungUS/home/05242023/LC32G55TQWNXZA.jpg?$product-details-jpg$?$product-details-jpg$,approved,Use official brand product page or press kit image URL.
29,SMS-ODYSSEY-G5-32,Samsung,Samsung Odyssey G5 32-inch,monitors|components,Curved QHD monitor with high refresh rate for immersive play.,Samsung Odyssey G5 provides a large curved panel and smooth refresh rate for gaming and media.,gallery,1,techware-api/imgs/p029/g1.jpg,g1.jpg,Samsung Samsung Odyssey G5 32-inch official gallery photo Curved QHD monitor with high refresh rate for immersive play. monitors components,https://images.samsung.com/is/image/samsung/p6pim/us/lc34g55twwnxza/gallery/us-odyssey-g5-34g5-lc34g55twwnxza-550300158?$product-details-jpg$,approved,Use official brand product page or press kit image URL.
